135,31-05-2022,08:30,,,,
136,31-05-2022,09:00,,,,
137,31-05-2022,09:30,,,,
138,31-05-2022,10:00,,,,
139,31-05-2022,10:30,,,,
140,31-05-2022,11:00,,,,
141,31-05-2022,11:30,,,,
142,31-05-2022,12:00,,,,
143,31-05-2022,12:30,,,,
144,31-05-2022,13:00,,,,
145,31-05-2022,13:30,,,,
146,31-05-2022,14:00,,,,
147,31-05-2022,14:30,,,,
148,31-05-2022,15:00,,,,
149,31-05-2022,15:30,,,,
150,01-06-2022,08:00,,,,
151,01-06-2022,08:30,,,,
152,01-06-2022,09:00,,,,
153,01-06-2022,09:30,,,,
154,01-06-2022,10:00,,,,
155,01-06-2022,10:30,,,,
156,01-06-2022,11:00,,,,
157,01-06-2022,11:30,,,,
158,01-06-2022,12:00,,,,
159,01-06-2022,12:30,,,,
160,01-06-2022,13:00,,,,
161,01-06-2022,13:30,,,,
162,01-06-2022,14:00,,,,
163,01-06-2022,14:30,,,,
164,01-06-2022,15:00,,,,
165,01-06-2022,15:30,,,,
166,02-06-2022,08:00,,,,
167,02-06-2022,08:30,,,,
168,02-06-2022,09:00,,,,
169,02-06-2022,09:30,,,,
170,02-06-2022,10:00,,,,
171,02-06-2022,10:30,,,,
172,02-06-2022,11:00,,,,
173,02-06-2022,11:30,,,,
174,02-06-2022,12:00,,,,
175,02-06-2022,12:30,,,,
176,02-06-2022,13:00,,,,
177,02-06-2022,13:30,,,,
178,02-06-2022,14:00,,,,
179,02-06-2022,14:30,,,,
180,02-06-2022,15:00,,,,
181,02-06-2022,15:30,,,,
182,03-06-2022,08:00,,,,
183,03-06-2022,08:30,,,,
184,03-06-2022,09:00,,,,
185,03-06-2022,09:30,,,,
186,03-06-2022,10:00,,,,
187,03-06-2022,10:30,,,,
188,03-06-2022,11:00,,,,
189,03-06-2022,11:30,,,,
190,03-06-2022,12:00,,,,
191,03-06-2022,12:30,,,,
192,03-06-2022,13:00,,,,
193,03-06-2022,13:30,,,,
194,03-06-2022,14:00,,,,
195,03-06-2022,14:30,,,,
196,03-06-2022,15:00,,,,
197,03-06-2022,15:30,,,,
198,06-06-2022,08:00,,,,
199,06-06-2022,08:30,,,,
200,06-06-2022,09:00,,,,
201,06-06-2022,09:30,,,,
202,06-06-2022,10:00,,,,
203,06-06-2022,10:30,,,,
204,06-06-2022,11:00,,,,
205,06-06-2022,11:30,,,,
206,06-06-2022,12:00,,,,
207,06-06-2022,12:30,,,,
208,06-06-2022,13:00,,,,
209,06-06-2022,13:30,,,,
210,06-06-2022,14:00,,,,
211,06-06-2022,14:30,,,,
212,06-06-2022,15:00,,,,
213,06-06-2022,15:30,,,,
214,07-06-2022,08:00,,,,
215,07-06-2022,08:30,,,,
216,07-06-2022,09:00,,,,
217,07-06-2022,09:30,,,,
218,07-06-2022,10:00,,,,
219,07-06-2022,10:30,,,,
220,07-06-2022,11:00,,,,
221,07-06-2022,11:30,,,,
222,07-06-2022,12:00,,,,
223,07-06-2022,12:30,,,,
224,07-06-2022,13:00,,,,
225,07-06-2022,13:30,,,,
226,07-06-2022,14:00,,,,
227,07-06-2022,14:30,,,,
228,07-06-2022,15:00,,,,
229,07-06-2022,15:30,,,,
230,08-06-2022,08:00,,,,
231,08-06-2022,08:30,,,,
232,08-06-2022,09:00,,,,
233,08-06-2022,09:30,,,,
234,08-06-2022,10:00,,,,
235,08-06-2022,10:30,,,,
236,08-06-2022,11:00,,,,
237,08-06-2022,11:30,,,,
238,08-06-2022,12:00,,,,
239,08-06-2022,12:30,,,,
240,08-06-2022,13:00,,,,
241,08-06-2022,13:30,,,,
242,08-06-2022,14:00,,,,
243,08-06-2022,14:30,,,,
244,08-06-2022,15:00,,,,
245,08-06-2022,15:30,,,,
246,09-06-2022,08:00,,,,
247,09-06-2022,08:30,,,,
248,09-06-2022,09:00,,,,
249,09-06-2022,09:30,,,,
250,09-06-2022,10:00,,,,
251,09-06-2022,10:30,,,,
252,09-06-2022,11:00,,,,
253,09-06-2022,11:30,,,,
254,09-06-2022,12:00,,,,
255,09-06-2022,12:30,,,,
256,09-06-2022,13:00,,,,
257,09-06-2022,13:30,,,,
258,09-06-2022,14:00,,,,
259,09-06-2022,14:30,,,,
260,09-06-2022,15:00,,,,
261,09-06-2022,15:30,,,,
262,10-06-2022,08:00,,,,
263,10-06-2022,08:30,,,,
264,10-06-2022,09:00,,,,
265,10-06-2022,09:30,,,,
266,10-06-2022,10:00,,,,
267,10-06-2022,10:30,,,,
268,10-06-2022,11:00,,,,
269,10-06-2022,11:30,,,,
270,10-06-2022,12:00,,,,
271,10-06-2022,12:30,,,,
272,10-06-2022,13:00,,,,
273,10-06-2022,13:30,,,,
274,10-06-2022,14:00,,,,
275,10-06-2022,14:30,,,,
276,10-06-2022,15:00,,,,
277,10-06-2022,15:30,,,,
278,13-06-2022,08:00,,,,
279,13-06-2022,08:30,,,,
280,13-06-2022,09:00,,,,
281,13-06-2022,09:30,,,,
282,13-06-2022,10:00,,,,
283,13-06-2022,10:30,,,,
284,13-06-2022,11:00,,,,
285,13-06-2022,11:30,,,,
286,13-06-2022,12:00,,,,
287,13-06-2022,12:30,,,,
288,13-06-2022,13:00,,,,
289,13-06-2022,13:30,,,,
290,13-06-2022,14:00,,,,
291,13-06-2022,14:30,,,,
292,13-06-2022,15:00,,,,
293,13-06-2022,15:30,,,,
294,14-06-2022,08:00,,,,
295,14-06-2022,08:30,,,,
296,14-06-2022,09:00,,,,
297,14-06-2022,09:30,,,,
298,14-06-2022,10:00,,,,
299,14-06-2022,10:30,,,,
300,14-06-2022,11:00,,,,
301,14-06-2022,11:30,,,,
302,14-06-2022,12:00,,,,
303,14-06-2022,12:30,,,,
304,14-06-2022,13:00,,,,
305,14-06-2022,13:30,,,,
306,14-06-2022,14:00,,,,
307,14-06-2022,14:30,,,,
308,14-06-2022,15:00,,,,
309,14-06-2022,15:30,,,,
310,15-06-2022,08:00,,,,
311,15-06-2022,08:30,,,,
312,15-06-2022,09:00,,,,
313,15-06-2022,09:30,,,,
314,15-06-2022,10:00,,,,
315,15-06-2022,10:30,,,,
316,15-06-2022,11:00,,,,
317,15-06-2022,11:30,,,,
318,15-06-2022,12:00,,,,
319,15-06-2022,12:30,,,,
320,15-06-2022,13:00,,,,
321,15-06-2022,13:30,,,,
322,15-06-2022,14:00,,,,
323,15-06-2022,14:30,,,,
324,15-06-2022,15:00,,,,
325,15-06-2022,15:30,,,,
326,16-06-2022,08:00,,,,
327,16-06-2022,08:30,,,,
328,16-06-2022,09:00,,,,
329,16-06-2022,09:30,,,,
330,16-06-2022,10:00,,,,
331,16-06-2022,10:30,,,,
332,16-06-2022,11:00,,,,
333,16-06-2022,11:30,,,,
334,16-06-2022,12:00,,,,
335,16-06-2022,12:30,,,,
336,16-06-2022,13:00,,,,
337,16-06-2022,13:30,,,,
338,16-06-2022,14:00,,,,
339,16-06-2022,14:30,,,,
340,16-06-2022,15:00,,,,
341,16-06-2022,15:30,,,,
